12611,10531,11911,9275.2,10685,11027,8619.5,9936.9,10925,10242,11935,10363,9837.8,9556.9,10810,8922.4,8721.9,10338,9989.8,10115,9907.9,11757,11903,8789.7,11948,13016,14333,14151,11372,12951,7223.7,6698,6323.4,9793,13650,10854,12444,9601.8,8881.1,8783.4,9448.6,11103,11457,11972,11275,15056,11572,13862,11681,11631,10766,11103,9669.1,10061,11424,11638,10283,10627,10846,10981,11214,9916.7,9633.3,9515.5,9600.5,10650,10029,9358.6,9553,9750.4,10059,11514,12256,9572.6,9602.6,12653,11479,13273,5919,7925,8733.9,9170.8,11030,12494,13333,11869,11529,15026,10759,9537.9,7898.7,12876,10339,11815,11776,12230,15095,14808,12438,11739
12530,10494,11876,9224.3,10630,11000,8588,9928.7,10902,10162,11875,10291,9785.8,9508.1,10767,8893.5,8667.8,10323,9929.9,10088,9843.3,11705,11863,8725.9,11839,12972,14297,14066,11369,12926,7158.1,6662.5,6303.9,9739.3,13582,10777,12386,9565.3,8880.4,8735.4,9419.8,11089,11398,11927,11246,15011,11584,13795,11612,11580,10797,11130,9632.9,10020,11416,11625,10282,10612,10788,10987,11162,9901.6,9612.2,9512.6,9552.7,10619,9993.1,9353.6,9559.4,9759.7,10031,11503,12214,9565.6,9568.3,12579,11406,13239,5884.7,7895.9,8765.9,9184.7,11053,12514,13316,11924,11506,14955,10707,9547.3,7882.8,12791,10318,11808,11813,12162,15092,14780,12425,11711
12495,10501,11861,9247.9,10614,11008,8617.7,9927.7,10906,10167,11825,10326,9818,9497.7,10788,8902.7,8681.4,10317,9983,10074,9863.8,11733,11894,8719.4,11865,13020,14332,14074,11353,12946,7146.7,6646,6301.2,9763.3,13613,10790,12367,9582.9,8863.5,8754.2,9404,11113,11417,11936,11275,15013,11609,13796,11678,11542,10764,11094,9640.2,10011,11401,11626,10279,10617,10788,10943,11170,9889.8,9632.4,9474.7,9528.7,10618,9986.5,9339,9547.3,9743.4,9991.1,11525,12228,9583.6,9584.7,12615,11386,13223,5864.6,7893,8784.1,9189.2,11109,12483,13332,11947,11528,14899,10716,9543.3,7885.4,12797,10342,11796,11804,12162,15079,14799,12412,11704
12441,10494,11889,9266,10659,10996,8608.4,9925.2,10910,10197,11845,10347,9825.9,9504,10779,8902.8,8695.8,10339,9984,10053,9846.3,11728,11911,8748.3,11923,12992,14299,14065,11361,12902,7152.2,6650.5,6308.5,9760.9,13619,10786,12349,9576.3,8880.8,8741.8,9426.4,11064,11421,11855,11274,15008,11596,13808,11670,11516,10762,11103,9630.4,10018,11427,11603,10261,10613,10767,10947,11164,9871.1,9576.8,9489.6,9533.3,10618,9982,9328.1,9561.5,9766.6,9992.3,11519,12248,9552,9578.6,12592,11400,13205,5863.8,7867,8780.1,9169.5,11063,12502,13304,11915,11558,14938,10721,9549.3,7888.6,12785,10325,11746,11776,12164,15080,14806,12458,11731
12484,10504,11880,9283.1,10660,11050,8616.7,9944,10920,10194,11861,10344,9805.3,9517,10761,8929.8,8721.9,10332,9969.8,10071,9860.1,11738,11906,8774.5,11881,13000,14359,14114,11364,12972,7139.6,6678,6318.4,9789.6,13662,10789,12368,9578.6,8887.5,8767.8,9437.8,11161,11438,11935,11312,15002,11590,13842,11614,11551,10782,11084,9660,10052,11449,11669,10276,10611,10782,10956,11169,9881.7,9627.7,9484.5,9555.4,10637,10023,9326.2,9587.1,9769.5,10050,11536,12240,9566.4,9601.4,12663,11432,13260,5858.3,7888.4,8791.3,9181.7,11076,12526,13343,11887,11517,14985,10742,9542.7,7878.1,12819,10336,11829,11793,12135,15065,14780,12387,11723
12531,10526,11888,9278.5,10678,11037,8608.1,9940.6,10941,10207,11940,10360,9812.9,9533.5,10778,8929.2,8699.7,10353,9977.9,10098,9877.3,11761,11941,8735.6,11915,13045,14352,14167,11340,12896,7182.1,6675.6,6320.9,9801.7,13652,10849,12507,9598.2,8870.7,8735.6,9404.6,11141,11424,11902,11320,14996,11608,13831,11662,11540,10781,11112,9671,10040,11464,11660,10283,10627,10801,10986,11177,9930.9,9608.9,9479.8,9563,10601,9992.6,9345.4,9612.2,9786.9,10005,11543,12274,9568.5,9588.2,12637,11416,13259,5956.9,7896.3,8790.5,9184.1,11075,12536,13356,11904,11483,14999,10759,9518.7,7874.1,12790,10291,11790,11756,12187,15044,14810,12473,11684
12488,10492,11883,9244.4,10647,11013,8613.8,9944.4,10908,10181,11837,10287,9816.3,9499.6,10785,8907,8681.1,10350,9958.1,10082,9868,11710,11878,8725,11891,12971,14309,14095,11348,12919,7175.1,6648.6,6295,9788.4,13608,10843,12417,9534.1,8837.7,8751.3,9405.8,11080,11392,11903,11236,14994,11574,13806,11670,11539,10775,11086,9645.1,9997.7,11409,11622,10291,10614,10809,10962,11174,9902.4,9621.5,9512.3,9566.7,10660,9999,9330.9,9590.3,9780.3,10027,11526,12218,9571.8,9571.1,12625,11462,13240,5867.6,7886.3,8796.5,9227.7,11076,12538,13363,11935,11593,14962,10768,9566.8,7893.6,12823,10331,11800,11812,12170,15087,14825,12414,11731
12523,10501,11876,9262.2,10645,11009,8606.2,9938.4,10921,10187,11855,10320,9802.9,9517.7,10775,8920,8705.5,10354,9980.9,10100,9864.4,11769,11907,8771.7,11878,13031,14346,14126,11373,12956,7171.3,6664,6314.6,9819.9,13657,10876,12427,9563.3,8873,8764.2,9417.5,11134,11432,11907,11286,15010,11602,13803,11627,11537,10761,11101,9651.9,10037,11417,11617,10287,10626,10792,10934,11165,9889.5,9620.2,9505.5,9558.5,10629,9983.8,9347.6,9602.4,9785.6,10029,11539,12252,9577.5,9583.2,12644,11421,13248,5890.8,7894.3,8812.4,9196.5,11072,12550,13358,11922,11522,14989,10756,9526.3,7878.4,12813,10329,11822,11814,12163,15067,14772,12411,11688
12490,10516,11866,9289.7,10665,11006,8602.4,9939.9,10898,10205,11916,10308,9773.6,9487.6,10787,8911.6,8679.4,10343,9966.3,10082,9877.7,11714,11895,8736.6,11927,13004,14338,14139,11358,12914,7183,6653.1,6299.9,9771.9,13614,10891,12439,9576,8870.6,8747.4,9417,11112,11412,11949,11313,15011,11558,13814,11642,11591,10752,11084,9635.7,10042,11418,11612,10283,10603,10798,10984,11172,9878.6,9585.3,9500.6,9545.9,10621,9999.6,9346.4,9590.4,9766.8,10027,11536,12228,9565.4,9575.2,12642,11443,13289,5875.9,7886.3,8777.3,9220.5,11107,12534,13370,11923,11555,15002,10798,9559.7,7891.6,12807,10343,11880,11780,12212,15100,14807,12431,11778
12485,10495,11903,9264.4,10673,11052,8606.7,9953.9,10917,10197,11903,10356,9862.9,9523.2,10809,8914.9,8700.4,10353,9972.9,10090,9852.7,11736,11876,8740.6,11889,13030,14330,14093,11361,12945,7170.3,6664.9,6289.7,9776.3,13617,10827,12437,9592.3,8867.8,8744.5,9413.1,11118,11401,11980,11269,15019,11582,13770,11716,11572,10774,11089,9673.1,10044,11451,11603,10284,10619,10807,10928,11200,9934.8,9670,9500.9,9540,10646,9988.3,9354.1,9573.8,9774.8,10014,11557,12242,9581.8,9569.9,12659,11416,13214,5895.1,7895.1,8797.2,9195.3,11099,12521,13361,11939,11643,14975,10754,9579.3,7905.1,12839,10323,11826,11807,12217,15109,14831,12405,11762
12443,10493,11861,9268.2,10635,10987,8583.9,9934.7,10906,10203,11850,10324,9869.5,9531.7,10799,8906.6,8703,10322,10014,10071,9874.5,11750,11899,8758,11910,13005,14357,14070,11351,12959,7151.2,6672.4,6292.4,9733.1,13610,10842,12465,9608.9,8869.6,8766.7,9400.3,11184,11393,11891,11271,15028,11540,13804,11645,11589,10713,11057,9659.9,10064,11391,11595,10284,10599,10795,11024,11219,9949.5,9673.5,9531.4,9575.2,10642,10001,9357.8,9580.8,9789.4,10016,11566,12261,9610.9,9596,12648,11438,13300,5905.1,7901.8,8794.8,9189.5,11093,12528,13380,11921,11515,15004,10735,9577.8,7896.6,12868,10385,11833,11833,12212,15130,14811,12442,11764
12525,10501,11888,9290.1,10697,11049,8609.5,9955.9,10917,10204,11893,10344,9903.2,9536.8,10803,8921,8711.7,10339,10023,10094,9903.7,11743,11887,8745.7,11855,13030,14353,14143,11368,12968,7180.1,6674.4,6285,9745.7,13582,10821,12417,9604.6,8887.5,8767.5,9416.7,11171,11412,11985,11271,15073,11572,13785,11676,11615,10811,11108,9694.3,10067,11449,11595,10302,10625,10807,11002,11210,9988.8,9673.9,9516.6,9563.7,10652,10001,9376.5,9566.1,9802.3,10038,11554,12284,9585.2,9635,12642,11412,13284,5883.1,7925.5,8768,9179.7,11047,12502,13363,11926,11498,14999,10717,9570,7911.2,12862,10390,11823,11801,12259,15132,14793,12405,11791
12473,10519,11857,9290.2,10673,11017,8618.3,9952,10929,10207,11932,10353,9910.4,9530.6,10823,8926.5,8730.3,10344,10010,10095,9880.9,11797,11880,8766.7,11916,13030,14348,14163,11372,12954,7168.3,6691,6299,9779.8,13614,10806,12509,9618.5,8897.2,8748.1,9438.8,11124,11445,12004,11319,15072,11631,13784,11597,11589,10778,11095,9684.6,10084,11452,11635,10322,10637,10839,10997,11219,10007,9695.2,9499.9,9571.7,10654,10012,9382.7,9601.2,9813.3,10052,11559,12277,9582.9,9620.5,12632,11439,13279,5881.5,7902.1,8794.6,9196.3,11090,12511,13366,11935,11557,15009,10741,9590.8,7906.4,12820,10343,11834,11821,12225,15120,14804,12425,11747
12539,10511,11907,9283,10650,10999,8612.9,9937.3,10906,10190,11854,10341,9846.8,9517.7,10791,8932.6,8691.6,10313,10002,10095,9884,11732,11890,8743.2,11876,13026,14341,14140,11371,12910,7150.3,6684.3,6298.5,9753.9,13626,10857,12418,9577.5,8892.8,8756.5,9436.8,11139,11428,11959,11258,15054,11598,13803,11631,11609,10803,11135,9672.6,10038,11397,11588,10284,10627,10807,11021,11225,9936.2,9649.5,9490.4,9565,10615,9995.8,9352.2,9543.3,9765,10014,11542,12264,9561.1,9605.9,12644,11453,13295,5908.6,7909,8753.9,9193.2,11059,12503,13365,11929,11509,14928,10733,9557.3,7885,12781,10332,11844,11796,12223,15136,14797,12452,11768
12535,10482,11891,9255.6,10640,11003,8617.5,9941.8,10898,10202,11866,10367,9838.8,9514.7,10772,8903.7,8692.7,10307,9970.1,10081,9868.1,11707,11873,8751,11864,13034,14343,14088,11391,12926,7170.5,6654.4,6301,9763.7,13588,10832,12412,9602.6,8909.4,8739.1,9429.4,11119,11434,11965,11281,15069,11616,13767,11553,11603,10743,11091,9657.1,10062,11391,11627,10293,10617,10794,10983,11168,9906.3,9623.6,9516.2,9583.2,10622,9980.7,9365.6,9584.8,9768.4,10029,11518,12257,9535.5,9578.5,12630,11427,13261,5900.7,7898.1,8747.4,9153.6,11059,12497,13346,11948,11502,14989,10753,9546.6,7892.9,12798,10303,11784,11785,12208,15137,14756,12387,11724
12550,10495,11843,9254.4,10625,11020,8609.8,9938.2,10906,10179,11860,10328,9839.2,9534.5,10798,8899.1,8725.6,10354,10043,10111,9873.3,11707,11907,8727.7,11885,12996,14372,14131,11358,12958,7162.4,6682.7,6292.5,9762.3,13599,10856,12357,9615.6,8912,8765.1,9424.1,11140,11431,11914,11281,15088,11577,13816,11659,11588,10792,11107,9671.7,10044,11410,11591,10314,10611,10782,11014,11155,9896.8,9583.2,9484.6,9572.6,10634,9999.1,9374.5,9562.6,9776.7,10038,11537,12260,9549.2,9577.1,12609,11415,13242,5914.8,7920.3,8748,9140.8,11022,12479,13382,11865,11447,14975,10736,9540.4,7901.2,12829,10327,11849,11773,12251,15136,14791,12437,11753
12554,10486,11908,9283.2,10656,11015,8609.4,9946.1,10924,10179,11877,10334,9800.2,9523.1,10795,8951.5,8702.6,10359,9984.7,10072,9871.7,11762,11891,8723.4,11930,13036,14363,14182,11371,12964,7199.2,6687.5,6316.2,9751.8,13620,10808,12389,9630.1,8933.3,8761.3,9430.4,11114,11443,11965,11304,15103,11615,13797,11732,11634,10820,11107,9675.7,10076,11402,11623,10301,10609,10770,10970,11192,9911.7,9616.2,9522.9,9569.4,10641,9999.3,9376.4,9587.1,9777.4,10033,11485,12262,9562.7,9572,12639,11437,13276,5849.2,7939.7,8742,9161.6,11072,12490,13371,11880,11477,14994,10731,9560.8,7902.4,12824,10332,11836,11778,12223,15155,14776,12439,11703
12566,10516,11877,9285.6,10652,11033,8631.5,9951.7,10902,10162,11897,10330,9812,9545.6,10801,8936.4,8711.8,10359,10026,10080,9866.1,11732,11911,8698.7,11879,12947,14345,14123,11353,12959,7167.2,6687.6,6299,9782.1,13597,10814,12391,9605,8923.2,8764.8,9453.7,11169,11452,11944,11275,15098,11618,13802,11623,11601,10787,11102,9697.8,10093,11405,11620,10301,10613,10769,10956,11188,9895.3,9607.7,9511.6,9576.4,10633,9994.5,9356,9583.6,9816.6,10035,11507,12253,9579.6,9577.4,12612,11377,13222,5898.6,7917.7,8768.3,9168.9,11055,12457,13318,11914,11454,14970,10723,9558.5,7884.6,12856,10318,11862,11821,12180,15146,14784,12384,11723
12538,10534,11849,9271,10633,10988,8606.8,9935.9,10884,10160,11853,10316,9781.5,9514.5,10805,8922.3,8693.5,10356,10018,10095,9902,11747,11907,8725.2,11852,13017,14338,14106,11399,12955,7153.7,6669.6,6293.5,9753,13588,10841,12472,9592.2,8870.8,8739,9426.4,11124,11427,11947,11259,15062,11605,13778,11647,11584,10729,11124,9658.7,10068,11396,11613,10304,10603,10781,10957,11164,9858.3,9569.8,9513.6,9585,10645,9989.9,9347.5,9559.5,9774,10006,11508,12227,9564.2,9554.5,12586,11405,13225,5893.5,7911.5,8762.7,9176.3,11038,12487,13329,11907,11508,14954,10736,9541.8,7885.8,12830,10329,11877,11811,12216,15122,14799,12420,11797
